trt,title,field,verdict,drop_stage,isim_adayi,guven,kanit_frame,kanit_ocr,gorsel_gozlem,note,code_location,fix_hint
1975-0185,LIBERA SEVGİLİM,YONETMEN,D_JENERIKTE_YOK,,"Roberto Loyola (yapimci/sunan olarak gecer, yonetmen degil)",YUKSEK,E:\MITAS\Database\LIBERA SEVGİLİM 1975-0185-1-0000-00-1\frames\giris_jenerik\g_0267.png,ocr/ocr-2a48e732/ocr_ham.txt satir 99-101: 'Una Produzione / Roberto Loyola / Cinematografica',"Giris jeneriginde (g_0267.png) 'Roberto Loyola / presenta' turuncu-kirmizi net fontla okunuyor; master_dilim/reading_master_runaware_p03.png son karesinde de 'Una Produzione / Roberto Loyola / Cinematografica' (yapimci unvani) net okunuyor. Hicbir karede 'Regia di', 'Un film di', 'Diretto da', 'YONETMEN' gibi bir yonetmen ibaresi gorulmuyor.","Sistem 'yonetmen garble (okunamadi)' demis ama gercekte jenerikte yonetmen unvanli bir kredi yok; okunan 'Roberto Loyola presenta'/'Una Produzione' yapimci/sunum unvanidir, bu yuzden dogru hukum garble/okunamama degil D_JENERIKTE_YOK olmalidir; route.agir metni yaniltici.",,"Sistem 'yonetmen garble (okunamadi)' demis ama gercekte jenerikte yonetmen unvanli bir kredi yok; okunan 'Roberto Loyola presenta'/'Una Produzione' yapimci/sunum unvanidir, bu yuzden dogru hukum garble/okunamama degil D_JENERIKTE_YOK olmalidir; route.agir metni yaniltici."
1975-0185,LIBERA SEVGİLİM,KIMLIK,A_ELENDI,cast_cap,"Giuseppe Tuminelli (9. oyuncu, final listede yok)",YUKSEK,E:\MITAS\Database\LIBERA SEVGİLİM 1975-0185-1-0000-00-1\master_dilim\reading_master_runaware_p01.png,ocr/ocr-2a48e732/kunye.txt satir 24-32: 'FRANCO BALDUCCI ... GIUSEPPE TUMINELLI'; jenerik_debug/vl/gemma_kunye.json candidate_names ayni 9 ismi iceriyor,"master_dilim/reading_master_runaware_p01.png ve giris_jenerik frame'lerinde 'in ordine alfabetico' basligi altinda 9 oyuncu adi (Franco Balducci, Gandolfo Gregory, Luigi Antonio Guerra, Ubaldo Granata, Carla Mancini, Amparo Pilar, Gianni Solaro, Raffaele Sanmarco, Giuseppe Tuminelli) net Latin alfabesiyle okunuyor; 9. isim de dahil hepsi cok net.","pdf/kunye_teslim.md Oyuncular listesinde sadece 8 isim var, Giuseppe Tuminelli hem ham OCR'da hem GLM-VL'de hem master PNG'de net okunur halde iken final ciktida kesilmis; qwen_qc.oyuncu_sayisi=8 bunu dogruluyor. otorite_audit.ocr_dropped bos oldugu icin bu kirpma muhtemelen cast_cap (8 sinir) veya ayri bir liste-kisaltma adimindan kaynaklaniyor; 'kimlik kurulamadi (cast-ortusme 0)' nedeni ise KB/",,"pdf/kunye_teslim.md Oyuncular listesinde sadece 8 isim var, Giuseppe Tuminelli hem ham OCR'da hem GLM-VL'de hem master PNG'de net okunur halde iken final ciktida kesilmis; qwen_qc.oyuncu_sayisi=8 bunu dogruluyor. otorite_audit.ocr_dropped bos oldugu icin bu kirpma muhtemelen cast_cap (8 sinir) veya ayri bir liste-kisaltma adimindan kaynaklaniyor; 'kimlik kurulamadi (cast-ortusme 0)' nedeni ise KB/"
1975-1016,AYNA,YONETMEN,D_JENERIKTE_YOK,deferans,,ORTA,E:\MITAS\Database\AYNA 1975-1016-1-0000-00-1\giris_reading_master_runaware.png,MOSFILM / CETVERTOE / TVORCESKOE / OBEDINENIE (ocr/ocr-4c7a8b54/ocr_ham.txt) - yonetmen adi ham OCR'da hic gecmiyor,"giris_reading_master_runaware.png (1511px, 5 blok) ve frames/giris g_0001-g_0064 tek tek acildi: yildizli uzay animasyonu -> 'sovexportfilm/Video' dagitim logosu -> 'CETVERTOE TVORCESKOE OBEDINENIE' (Mosfilm 4. Yaratici Birligi) karti -> g_0065'te dogrudan film sahnesi (oda/TV) basliyor. Hicbir karede yonetmen adi veya 'REJISSER' ibaresi yok.","_DURUM.json 'yonetmen garble (okunamadi)' diyor ama gorsel incelemede garble degil, jenerikte yonetmen karti hic yok; KB disaridan Andrei Tarkovski onerdi (otoriter_yonetmen) ama OCR/frame kaniti olmadigi icin dogru sekilde doldurulmadi (deferans).",,"_DURUM.json 'yonetmen garble (okunamadi)' diyor ama gorsel incelemede garble degil, jenerikte yonetmen karti hic yok; KB disaridan Andrei Tarkovski onerdi (otoriter_yonetmen) ama OCR/frame kaniti olmadigi icin dogru sekilde doldurulmadi (deferans)."
1975-1016,AYNA,CAST,D_JENERIKTE_YOK,KB_veto,,ORTA,E:\MITAS\Database\AYNA 1975-1016-1-0000-00-1\frames\cikis\c_0680.png,ocr_ham.txt icinde oyuncu adi gecmiyor; kunye.txt = 'KONETS FILMA' tek satir,"Giris jenerigindeki tum kareler (g_0001-g_0064) ve cikis jenerigi (frames/cikis, c_0680 'KONEC FILMA' karti) tek tek acildi. Oyuncu adi/isim listesi iceren tek bir kart yok; ne giriste ne cikista cast karti gorunuyor. frames/cikis_jenerik klasoru bos (detector_status=not_found), yani otomatik cikis-jenerik havuzu da olusturulamamis.","KB dis kaynak (TMDB/IMDb kilidi) otoriter_cast=['Margarita Terekhova','Oleg Yankovsky','Anatoly Solonitsyn', ...] onerdi, cast_ortusme=0; bu isimler framede/OCR'da dogrulanamadigindan dogru sekilde bos birakildi (KB_veto/deferans).",,"KB dis kaynak (TMDB/IMDb kilidi) otoriter_cast=['Margarita Terekhova','Oleg Yankovsky','Anatoly Solonitsyn', ...] onerdi, cast_ortusme=0; bu isimler framede/OCR'da dogrulanamadigindan dogru sekilde bos birakildi (KB_veto/deferans)."
1975-1016,AYNA,RENDER,A_ELENDI,nonfilm_marker,,YUKSEK,E:\MITAS\Database\AYNA 1975-1016-1-0000-00-1\frames\cikis\c_0680.png,"KONEC FILMA (tekrarli, 6 kez) - ocr/ocr-4c7a8b54/ocr_raw_all.txt","frames/cikis/c_0680.png karesinde acikca Kiril alfabeyle 'KONEC FILMA' (Film Sonu) yaziyor, okunakli. giris_reading_master_runaware.png'de de 'CETVERTOE TVORCESKOE OBEDINENIE' Kiril metni acikca okunuyor.",Latin-disi (Kiril) metin hem framede hem ham OCR'da acikca var ama final teslimde (kunye_teslim.md) hic yer almiyor; _DURUM.json route.agir bunu 'RENDER: Latin-disi alfabe sizdi' olarak isaretlemis ve KONTROL'e yonlendirmis -> guard/nonfilm_marker asamasinda dogru sekilde elendi.,"scripts/credit_text_read.py:1750-1796 (nonlatin_source hesaplama, _nonlatin_ratio/_NONLATIN_MIN_RATIO esigi); scripts/credit_text_read.py:106-124 (load_raw_context_for_ocr - ocr_raw_all.txt/ocr_ham.txt'yi kunye.txt yerine kullanir); scripts/credit_text_read.py:165-204 (load_llm_lines_for_ocr - ocr_ham.txt'yi kunye.txt yerine oncelikli kaynak secer, AYNA'da 25 satirin tamami Kiril dahil gecer); scripts/credit_qc_block.py:507 (nonlatin_source parametresi), 826-832 (RENDER gerekce ekleme, 'NAMUS DÜŞMANI' yorum bloğu); scripts/tek_film_kunye.py:799-804 (qc_credit_block cagrisinda nonlatin_source=bool(vc.get('nonlatin_source')) aktarimi); scripts/credit_severity_router.py:111-112 (agir.append RENDER), 177 (sig['non_latin'] = latin_disi_alfabe_var OR 'Latin-dışı' in nedenler); scripts/translit_util.py:29-57 (detect_script), 128-158 (transliterate_mixed - Kiril->Latin tablo/pypinyin/unidecode fallback)","Mevcut davranis ZATEN guvenli/istenen (auto-ONAYLI asla verilmiyor, insan teyidi zorunlu). Iyilestirme onerisi: _DURUM.json'da qwen_qc.latin_disi_alfabe_var=false ile neden[]='Latin-dışı kaynak' ayni kayitta CELISKILI gorunuyor - okunabilirligi artirmak icin from_durum() veya durum-yazan adim, iki sinyali ayri alanlarda raporlayabilir (ornegin 'qc_block_nonlatin_source' ayri bir DURUM alani olarak"
1975-2246,DERSU UZALA,RENDER,C_OKUNAMAZ,,"VLADIMIR VASILYEV (yon.) / YURIY SOLOMIN, MAKSIM MUNZUK, BOKA DUNA KOPMUKOT (cast)",YUKSEK,E:\MITAS\Database\DERSU UZALA 1975-2246-1-0000-72-0\giris_reading_master_runaware.png,ocr_ham.txt satir 4-12: 'Третье / творческое / При участии / объединение / •АТЕЛЬЕ-41• / CCCP / Япония / 1910 / КОРФОВСКАЯ'; satir 78: 'Владимир Васильев' (Режиссер basligi altinda),"giris_reading_master_runaware.png ve giris.png'de jenerik TAMAMEN Kiril alfabesinde: 'Третье творческое объединение', 'СССР', 'Япония', '•АТЕЛЬЕ-41•', 'КОРФОВСКАЯ' (3 frame'de tekrar okunur net beyaz harflerle siyah zemin uzerinde). cikis.png master da (854x16428 uzun sarmal) Kiril kredi metni + kar sahnesi iceriyor ama kucuk govdeli metin cozunurlukte zor okunuyor.","Kaynak jenerik Kiril; sistem bunu dogru okuyup ocr_ham.txt'ye Kiril olarak yazmis, sonra ayri bir romanizasyon adiminda (ocr/ocr-f8b0a69f/kunye.txt) ASCII'ye cevirmis (VLADIMIR VASILEV, MAKSIM MUNZUK, BOKA DUNA KOPMUKOT); bu transliterasyon bazi isimlerde bozuk (orn. 'Boka Duna Kopmukot' cast-3 gercek Sovyet/Japon oyuncu adindan ciddi sekilde sapmis gorunuyor, harf-harf OCR hatasi tasiyor), bu yuz",,"Kaynak jenerik Kiril; sistem bunu dogru okuyup ocr_ham.txt'ye Kiril olarak yazmis, sonra ayri bir romanizasyon adiminda (ocr/ocr-f8b0a69f/kunye.txt) ASCII'ye cevirmis (VLADIMIR VASILEV, MAKSIM MUNZUK, BOKA DUNA KOPMUKOT); bu transliterasyon bazi isimlerde bozuk (orn. 'Boka Duna Kopmukot' cast-3 gercek Sovyet/Japon oyuncu adindan ciddi sekilde sapmis gorunuyor, harf-harf OCR hatasi tasiyor), bu yuz"
1976-0179,DÜNYANIN EN İYİ İNSANI,CAST,A_ELENDI,cast_cap,"Virginia Clay (Clav), Judith Nelmes",YUKSEK,frames/cikis/c_0622.png,"otorite_audit.raw_cap_dropped: ""Virginia Clav"", ""Judith Nelmes"" (raw_cap_dropped listesinde acikca sayilmis)","c_0622.png karesinde 'The Four Ladies / Virginia Clay / Aimee Delamain / Miki Iveria / Judith Nelmes' 5 isim tek ekranda net okunuyor; final kunyede sadece Aimee Delamain ve Miki Iveria kalmis, Virginia Clay ve Judith Nelmes cikarilmis.","route.hafif=CAST_CAP_DUSEN dogru tespit: 9 kisilik cap nedeniyle en az 2 net-okunur oyuncu (Virginia Clay, Judith Nelmes) elenmis; karar KONTROL'e dusmus, bu dogru.",,"route.hafif=CAST_CAP_DUSEN dogru tespit: 9 kisilik cap nedeniyle en az 2 net-okunur oyuncu (Virginia Clay, Judith Nelmes) elenmis; karar KONTROL'e dusmus, bu dogru."
1976-0179,DÜNYANIN EN İYİ İNSANI,CAST,A_ELENDI,garble_gate,"Neville Marten, Donald Eccles, John Stuart (Clergyman)",ORTA,frames/cikis/c_0610.png,"ham OCR (debug_trace/artifacts/ocr/ocr_ham.txt sat.22-24): ""Oile Iarten / Micliael / Donald Lecles / Clereyian / Johistrast"" -- isimler ciddi bozulmus, otorite_audit.raw_cap_dropped listesinde bile gecmiyor (adaylik asamasinda kaybolmus).","c_0610.png karesinde 'Dudley / Neville Marten', 'Michael / Donald Eccles', 'Clergyman / John Stuart' uc karakter-oyuncu cifti gozle NET okunuyor (frame gorselde isimler acik, buyuk beyaz harflerle).","OCR bu karede 3 gercek oyuncu adini o kadar bozuk okumus ki (Iarten/Lecles/Johistrast) isim-adayi bile uretilememis; final cap'a girme sansi hic olmadi -- garble_gate asamasinda elendi, cast_cap'tan once.",,"OCR bu karede 3 gercek oyuncu adini o kadar bozuk okumus ki (Iarten/Lecles/Johistrast) isim-adayi bile uretilememis; final cap'a girme sansi hic olmadi -- garble_gate asamasinda elendi, cast_cap'tan once."
1976-0179,DÜNYANIN EN İYİ İNSANI,CAST,B_OCR_OKUYAMADI,,Neville Marten / Donald Eccles / John Stuart tam ad eslesmesi,ORTA,frames/cikis/c_0610.png,"""Oile Iarten"" / ""Micliael"" / ""Johistrast"" (debug_trace/artifacts/ocr/ocr_ham.txt satir 22-24, ocr_raw_reads.jsonl frame_file=c_0610.png)","Ayni c_0610.png karesinde karakter adlari (Dudley, Michael, Clergyman) ile oyuncu adlari dogru bicimde eslesmis ve okunakli, ama OCR motoru (oneocr) bu satirlari 'Oile Iarten', 'Micliael', 'Johistrast' gibi anlamsiz harf dizilerine cevirmis.","Frame okunur durumda ama OCR ciktisi kullanilamaz derecede bozuk; bu 3 isim hicbir asamada dogru aday olarak uretilemedi (B_OCR_OKUYAMADI), cast_cap'tan bagimsiz bir kayip.",,"Frame okunur durumda ama OCR ciktisi kullanilamaz derecede bozuk; bu 3 isim hicbir asamada dogru aday olarak uretilemedi (B_OCR_OKUYAMADI), cast_cap'tan bagimsiz bir kayip."
1976-0179,DÜNYANIN EN İYİ İNSANI,CAST,A_ELENDI,,-,YUKSEK,1976-0179-1-0000-00-1 DÜNYANIN EN İYİ İNSANI giris.png,"kunye.txt (ocr/ocr-18469728/kunye.txt) satir 1-30: WILLIAM TREVOR, NICEST MAN, JESSIE MATTHEWS, CELIA JOHNSON, DEREK F, URSULA HOWELLS, DENNIS EDWARDS, IRIS RUSSELL, ROGER DAVIDSON","Final kunyede kalan 9 oyuncu (Celia Johnson, Derek Francis, Ursula Howells, Jessie Matthews, Dennis Edwards, Iris Russell, Roger Davidson, Aimee Delamain, Miki Iveria) tumu giris.png master ve frames/cikis/c_0576-0630 serisinde ayni ekranda NET ve dogru okunuyor; qwen_qc kisi-teyit ile 9/9 KB-ONAY vermis.",Bu finding sadece dogrulama amacli: kalan 9 isim dogru ve kanitli; sorun sadece cap disina tasan fazladan gercek oyunculardadir (yukaridaki 2 finding).,,Bu finding sadece dogrulama amacli: kalan 9 isim dogru ve kanitli; sorun sadece cap disina tasan fazladan gercek oyunculardadir (yukaridaki 2 finding).
1976-0184,ANGOLA'DAN KAÇIŞ,YONETMEN,A_ELENDI,garble_gate,LESLIE MARTINSON,YUKSEK,E:\MITAS\Database\ANGOLA'DAN KAÇIŞ 1976-0184-1-0000-00-1\master_dilim\giris_reading_master_runaware_p06.png,"master_dilim/dilim_oneocr.txt satır 148-151: ""DIRÈCTED BY / DIRECTED BY / LESLIE / MARTINSON"" (ocr_ham.txt satır 63-65: ""DIRECTED BY / LESLIE / MARTINSON"" ile birebir uyumlu)","p06 master karesinde iki ardısık kare: birinde 'Directed by / LESLIE' (isim alt satırı kesik/geçiş halinde), hemen sonrakinde 'DIRECTED BY / LESLIE MARTINSON' tam ve net sarı büyük harflerle okunuyor; ön planda hayvan yakalama sahnesi","Yönetmen adı hem ham OCR'da hem master frame'de açıkça 'LESLIE MARTINSON' okunuyor; final kunye.txt ve teslim PDF/MD'de 'Yönetmen: —' olarak boş bırakılmış; sistem bunun yerine yanlışlıkla 'Ivan Tors' (executive producer, 'AN IVAN TORS FILM' etiketinden) aday göstermiş ve onu da otorite_audit.ocr_dropped ile elemiş; gerçek yönetmen adı (LESLIE MARTINSON, iki satıra bölünmüş isim) hiç yakalanmamış,",,"Yönetmen adı hem ham OCR'da hem master frame'de açıkça 'LESLIE MARTINSON' okunuyor; final kunye.txt ve teslim PDF/MD'de 'Yönetmen: —' olarak boş bırakılmış; sistem bunun yerine yanlışlıkla 'Ivan Tors' (executive producer, 'AN IVAN TORS FILM' etiketinden) aday göstermiş ve onu da otorite_audit.ocr_dropped ile elemiş; gerçek yönetmen adı (LESLIE MARTINSON, iki satıra bölünmüş isim) hiç yakalanmamış,"
1978-0215,BJ VE AYI,YONETMEN,B_OCR_OKUYAMADI,guard,BRUCE BILSON,YUKSEK,E:\MITAS\Database\BJ VE AYI 1978-0215-1-0000-00-1\frames\giris_jenerik\g_0039.png,"_log.jsonl satir22: ""yön-doğrulama=OKUNAMADI"" / yonetmen.value=[] / notes=[""OCR boş → doldurma yok""]","g_0039.png karesinde sari, buyuk, net kontrastli harflerle 'DIRECTED BY' ustte, 'BRUCE BILSON' altta acikca okunur; arka planda otoyol/tepe manzarasi.","Ham OCR (kunye.txt/ocr_ham.txt/dilim_oneocr.txt) DIRECTED BY/BILSON gecirmez; giris_jenerik havuzu yalnizca 14 kareyle asiri seyrek orneklenmis, bu kritik kredi karesi OCR motoruna hic girmemis/okunamamis. Cozum: giris jenerigi orneklemesini sikilastir veya bu frame'i OCR'a yeniden ver.",,"Ham OCR (kunye.txt/ocr_ham.txt/dilim_oneocr.txt) DIRECTED BY/BILSON gecirmez; giris_jenerik havuzu yalnizca 14 kareyle asiri seyrek orneklenmis, bu kritik kredi karesi OCR motoruna hic girmemis/okunamamis. Cozum: giris jenerigi orneklemesini sikilastir veya bu frame'i OCR'a yeniden ver."
1978-0215,BJ VE AYI,KIMLIK,B_OCR_OKUYAMADI,KB_veto,"8 yardimci rol oyuncusu okunmus (DENNIS FIMPLE, WOODROW PARFREY, TED GEHRING, MARIO ROCCUZZO, DAVE MORICK, TOM NEWMAN, BILLIE ICE MIKAU, BILLIE JOE MKAY); ana yildizlar (Greg Evigan/B.J. McKay, simpanze Bear, Claude Akins) framede bulunamadi",ORTA,E:\MITAS\Database\BJ VE AYI 1978-0215-1-0000-00-1\master_dilim\reading_master_runaware_p07.png,"_DURUM.json: ""kimlik kurulamadı (cast-örtüşmesi 0) / yanlış-film şüphesi""; kunye_teslim.md Oyuncular listesi sadece 8 tali-rol adi iceriyor, IMDb/wiki KB-eslesmesi yok.","master_dilim/reading_master_runaware_p07.png ve frames/cikis_jenerik/c_0650-0680 karelerinde rol-oyuncu kartlari (orn. WOODROW PARFREY AS STORE PROPRIETOR, DAVE MORICK AS 1ST DEPUTY) net, sari harflerle okunur; ancak 'starring' ana-oyuncu kartina rastlanmadi.",Okunan 8 isim gercek ve framede/OCR'da dogrulanabilir (tali roller); ancak KB cross-check basarisiz oldugu ve ana-yildiz credit karti bulunamadigi icin kimlik nihai olarak kurulamamis -> KONTROL. Ana starring karti giris havuzunda (230 kare) aranmali/yeniden orneklenmeli.,,Okunan 8 isim gercek ve framede/OCR'da dogrulanabilir (tali roller); ancak KB cross-check basarisiz oldugu ve ana-yildiz credit karti bulunamadigi icin kimlik nihai olarak kurulamamis -> KONTROL. Ana starring karti giris havuzunda (230 kare) aranmali/yeniden orneklenmeli.
1978-0220,KOLEKSİYON,YONETMEN,A_ELENDI,guard,"MICHAEL ... (soyadı okunamadı; vl_yon_aday: Harold Pinter [yazar], Michael O'Connell)",ORTA,E:\MITAS\Database\KOLEKSİYON 1978-0220-1-0000-00-1\frames\cikis_jenerik\c_0679.png,credit_validate log: yonetmen.value=[] status=OKUNAMADI notes=['OCR boş → doldurma yok'],"master_dilim/reading_master_runaware_p03.png ve frames/cikis_jenerik/c_0678-c_0682 karelerinde 'MICHAEL ___STER/___NER' seklinde bir isim, cift-pozlamali (superimpose), asiri-pozlanmis gokyuzu+sehir siluetiyle cakisan bir jenerik kartinda goruluyor. Ayni bantta alt satirda 'MAURICE O'CONNELL' (yapimci) net okunuyor.","Ham OCR (ocr_ham.txt, dilim_oneocr.txt) yonetmen satirini hic yakalamamis (guard kurali: OCR bos oldugunda VL/KB doldurma devre disi); qc1 VL-fallback de yon=[] donmus. Final PDF'te Yonetmen alani '—' birakildi. vl_yon_aday alaninda 'Harold Pinter' (THE COLLECTION by HAROLD PINTER yazisindan, master_dilim p02'de net okunuyor) ve 'Michael O'Connell' adaylari var ama qc_block 'yönetmen okunamadı (KB","scripts/credit_role_lexicon.py:29-64 (DIRECTOR listesi, 'BY' yok); scripts/_pipe_credit_vl.py:204-256 (_in_raw_detail) ve 457-463 (candidate_dropped emit); scripts/tek_film_kunye.py:480-501 (KB-fill guard)","DIRECTOR listesine yalin 'BY' (dusuk-oncelikli, cok-anlamli oldugu icin dikkatli) veya kart-bolunmus 'by\n<isim>' cross-line desenini _match_head'e ekle; VL-fallback icin _in_raw_detail fuzzy esigini agir-garble (levenshtein-orani <0.7) icin ayri, daha toleransli bir ikinci-kademe (KB-anchor gibi) devreye sok. Not: Harold Pinter zaten oyunun YAZARI, yonetmen degil — bu isim zaten yanlis aday, esas"
1978-0220,KOLEKSİYON,YONETMEN,D_JENERIKTE_YOK,,,DUSUK,E:\MITAS\Database\KOLEKSİYON 1978-0220-1-0000-00-1\master_dilim\reading_master_runaware_p02.png,master_dilim/dilim_oneocr.txt: 'THE / COLLECTION / by / HADAIn DINITED' (HAROLD PINTER'in OCR-bozuk hali),,"Ikinci not: master_dilim/reading_master_runaware_p02.png'de 'THE COLLECTION by HAROLD PINTER' kristal netlikte gorunuyor - fakat Harold Pinter bu eserin YAZARI (playwright), yonetmen degil ('by' ibaresi yazarlik belirtir). Gercek yonetmen kartinin metni (MICHAEL ile baslayan, p03/cikis_jenerik c_0678-682) cift-pozlama ve asiri-pozlanma nedeniyle netlik kazanmiyor; bu yuzden birincil hukum A_ELENDI","scripts/credit_role_lexicon.py:29-64 (DIRECTOR listesi, 'BY' yok); scripts/_pipe_credit_vl.py:204-256 (_in_raw_detail) ve 457-463 (candidate_dropped emit); scripts/tek_film_kunye.py:480-501 (KB-fill guard)","DIRECTOR listesine yalin 'BY' (dusuk-oncelikli, cok-anlamli oldugu icin dikkatli) veya kart-bolunmus 'by\n<isim>' cross-line desenini _match_head'e ekle; VL-fallback icin _in_raw_detail fuzzy esigini agir-garble (levenshtein-orani <0.7) icin ayri, daha toleransli bir ikinci-kademe (KB-anchor gibi) devreye sok. Not: Harold Pinter zaten oyunun YAZARI, yonetmen degil — bu isim zaten yanlis aday, esas"
1978-0220,KOLEKSİYON,KIMLIK,A_ELENDI,lexicon_anchor_misparse,"ALAN BATES (James), HELEN MIRREN (Stella)",YUKSEK,E:\MITAS\Database\KOLEKSİYON 1978-0220-1-0000-00-1\frames\cikis\c_0640.png,ocr_raw_reads.jsonl frame 909 (c_0640.png): line1='ALAN' line2='James' line3='BATES' (3 ayri dogru satir okunmus),frames/cikis/c_0640-c_0643.png karelerinde 'ALAN BATES' ve 'James' iki ayri metin-satiri olarak kristal netlikte goruluyor (double-exposure portre uzerine). Ayni sekilde c_0653-c_0660 arasinda 'HELEN' + 'Stella' + 'MIRNEN/MIRREN' satirlari net okunuyor.,"OCR motoru satirlari DOGRU okumus (ALAN / James / BATES ayri satirlar) ama final n-gram/otorite katmani bunlari 2-kelimelik kaydirmali pencerelerle birlestirirken ('Alan James','James Bates','Bates Alan' seklinde donen raw_cap_dropped listesi) hicbir zaman doğru sirali 'Alan Bates' cikarmamis ve garble/cap filtresiyle atmis (otorite_audit.raw_cap_dropped listesinde 'Alan James','James Bates','Bate","scripts/credit_qc_block.py:174-227 (_compute_otorite_audit, raw_cap_dropped uretimi) ve 877-892 (SIFIR-ROUTE yorum + hicbir _ekle cagrisi yok); scripts/tek_film_kunye.py:512-535 (cast KB-canonicalize, kimlik_dogru=False oldugu icin devre disi)","raw_cap_dropped icin 2-token bitisik pencere yerine, ayni-kart bbox-y-araligi icinde COK-SUTUNLU jenerik satirlarini (karakter-adi sutunu vs oyuncu-adi sutunu) x0-koordinatina gore ayirip iki bagimsiz token-dizisi olustur (dilim_oneocr.jsonl'daki x0/y0 zaten mevcut); ayrica bu audit'i gercekten route'a baglamak yerine (kasitli SIFIR-ROUTE), en azindan KONTROL ekranina 'olasi dusen isim: Alan Bates"
1978-0220,KOLEKSİYON,KIMLIK,B_OCR_OKUYAMADI,,MAURICE O'CONNELL (yapimci olarak muhtemelen; cast degil),ORTA,E:\MITAS\Database\KOLEKSİYON 1978-0220-1-0000-00-1\frames\cikis\c_0666.png,ocr_raw_reads.jsonl frame 935 (c_0666.png): line5='MAURICE O'CONNEEL',c_0666-c_0675 arasi 'MAURICE O'CONNEEL/OCONNEEL' adi net okunuyor ama final kunyede yer almiyor (yapimci alani da '—').,"Bu isim OCR ham metninde defalarca (Conneel/Oconneel varyantlariyla) gecmesine ragmen final listeye hic girmemis; muhtemelen 'yapimci' rolu oldugu icin cast listesine eklenmemis olabilir (rol karisikligi), ancak yapimci alani da bos oldugundan B_OCR_OKUYAMADI olarak isaretlendi - net okunan ama hicbir alana yansimayan bir isim.","scripts/credit_qc_block.py:174-227 (_compute_otorite_audit, raw_cap_dropped uretimi) ve 877-892 (SIFIR-ROUTE yorum + hicbir _ekle cagrisi yok); scripts/tek_film_kunye.py:512-535 (cast KB-canonicalize, kimlik_dogru=False oldugu icin devre disi)","raw_cap_dropped icin 2-token bitisik pencere yerine, ayni-kart bbox-y-araligi icinde COK-SUTUNLU jenerik satirlarini (karakter-adi sutunu vs oyuncu-adi sutunu) x0-koordinatina gore ayirip iki bagimsiz token-dizisi olustur (dilim_oneocr.jsonl'daki x0/y0 zaten mevcut); ayrica bu audit'i gercekten route'a baglamak yerine (kasitli SIFIR-ROUTE), en azindan KONTROL ekranina 'olasi dusen isim: Alan Bates"
